"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"1";2005;40,6251861;48,0822373;15,005177;13,2302006;7,1908784;4,4468101;316,5498151;4,14e-05;4,14e-05;4,14e-05;13,3981124;4,6169906;103,4942435;4,14e-05;4,14e-05;4,14e-05;0,0900167;2,0071791;232,5361757;0,0405457;0,0405457;0,0405457;0,1799165;3,2355891;80,63136;0,017464;0,017464;0,017464;0,1161039;2,3845279;0;17,44943557;1,80499713252;19,25320491708;5,156907459374;3,637163699735;6,54314922058
"2";2006;39,1849267;37,2683931;12,4745276;14,3356526;5,9239559;4,5569474;315,1814328;0,0002715;0,0002715;0,0002715;13,3038898;4,6002989;103,2660529;0,0002715;0,0002715;0,0002715;0,089832;1,9977012;230,6946412;0,0407806;0,0407806;0,0407806;0,1809189;2,9827224;138,1498761;0,0342208;0,0342208;0,0342208;0,2266273;4,2493645;0;17,314040562;1,91225005183;14,91944679184;5,58911520563;3,022088196425;6,10644473208
"3";2007;39,6356806;32,054973;11,5136205;16,1214976;5,4207186;4,8688978;314,3725977;0,000578;0,000578;0,000578;13,2273805;4,5894026;103,3014957;0,000578;0,000578;0,000578;0,0898788;1,9924112;230,7053215;0,0412483;0,0412483;0,0412483;0,1899413;3,0055189;147,0419817;0,0394668;0,0394668;0,0394668;0,2631447;4,7810439;0;17,262413952;1,99842643055;12,830051950052;6,287281857754;2,78850054611;5,91768539068
"4";2008;40,6839577;29,1385103;11,1401634;17,9138849;5,207306;5,2125379;313,3349017;0,0009091;0,0009091;0,0009091;13,1332197;4,5769046;103,2098229;0,0009091;0,0009091;0,0009091;0,0898069;1,9851553;230,5664557;0,0416422;0,0416422;0,0416422;0,1894718;3,029467;148,8381686;0,0414922;0,0414922;0,0414922;0,2749037;4,9445718;0;17,283336518;2,09356441235;11,661225190672;6,988044890764;2,697716534415;5,81922788034
"5";2009;41,8637869;27,3023094;11,0042884;19,5222552;5,1141365;5,5351309;312,3172722;0,0012505;0,0012505;0,0012505;13,0392697;4,5646122;103,1312321;0,0012505;0,0012505;0,0012505;0,0897456;1,9780793;230,8340045;0,0420068;0,0420068;0,0420068;0,1918845;3,0515137;149,0010643;0,0425767;0,0425767;0,0425767;0,2792098;5,002094;0;17,268587644;2,18283664518;10,925340020356;7,616876439922;2,664686476905;5,75846385702
"6";2010;42,9969867;26,059919;10,9749697;20,9132223;5,0770851;5,8231982;311,3111831;0,0015973;0,0015973;0,0015973;12,9457161;4,5524044;103,0597636;0,0015973;0,0015973;0,0015973;0,0896896;1,9711173;231,155674;0,0423391;0,0423391;0,0423391;0,1935329;3,0709983;149,0790415;0,043377;0,043377;0,043377;0,281698;5,0279696;0;17,241349412;2,26223595171;10,427445454672;8,16072242589;2,657564091095;5,71606341698
"7";2011;44,0447628;25,1893058;10,9983563;22,1003777;5,0693561;6,0756542;310,3170709;0,0019482;0,0019482;0,0019482;12,8528474;4,540257;102,9935494;0,0019482;0,0019482;0,0019482;0,0896376;1,9642548;231,4424753;0,0426389;0,0426389;0,0426389;0,1950232;3,087126;149,2819896;0,0440766;0,0440766;0,0440766;0,2834698;5,0427516;0;17,208710176;2,33166477644;10,078558987476;8,62489642326;2,66326062408;5,68333400418
"8";2012;45,0172585;24,5781493;11,0528126;23,117657;5,0797184;6,2973993;309,3362466;0,0023027;0,0023027;0,0023027;12,7611604;4,528168;102,9319134;0,0023027;0,0023027;0,0023027;0,0895889;1,9574906;231,7026844;0,0429122;0,0429122;0,0429122;0,1963811;3,1012431;149,6212468;0,0447305;0,0447305;0,0447305;0,2849419;5,0526448;0;17,171114898;2,39222320474;9,833664450248;9,02266403155;2,676515963455;5,65682596262
"9";2013;45,9243002;24,1544393;11,1256681;23,9926348;5,1014706;6,4926093;308,3683416;0,0026603;0,0026603;0,0026603;12,6707554;4,5161063;102,874491;0,0026603;0,0026603;0,0026603;0,0895433;1,9508116;231,814332;0,0431617;0,0431617;0,0431617;0,1976212;3,1121054;149,7558522;0,0453555;0,0453555;0,0453555;0,2862417;5,0592752;0;17,146963372;2,44558017894;9,663901752804;9,364805116732;2,694249766435;5,63441829888
"10";2014;46,7733168;23,86728;11,2084456;24,7471203;5,1300774;6,6647297;307,4108134;0,0030207;0,0030207;0,0030207;12,5809293;4,5040402;102,8210423;0,0030207;0,0030207;0,0030207;0,0895008;1,9442041;231,907279;0,0433899;0,0433899;0,0433899;0,1987562;3,1213197;149,8302833;0,0459592;0,0459592;0,0459592;0,2874197;5,0634081;0;17,118759168;2,49229532694;9,548872772208;9,659845545078;2,71440096902;5,6144275103
