"";"Year";"Month";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1";2005;1;8993,328125;114,9900589;29,840847;8,4861956;40,7507515;6,9110122;11,746829;2005-01-01
"2";2005;2;8990,0947266;114,9487152;29,8301201;8,4831448;40,7360954;6,9085279;11,7426052;2005-02-01
"3";2005;3;8989,7919922;114,9448395;29,829113;8,4828587;40,734726;6,9082956;11,7422104;2005-03-01
"4";2005;4;8996,6621094;115,032692;29,8519096;8,4893417;40,7658577;6,9135756;11,7511845;2005-04-01
"5";2005;5;8983,8974609;114,8694763;29,809557;8,4772968;40,7080154;6,9037671;11,7345095;2005-05-01
"6";2005;6;8985,3115234;114,8875504;29,8142452;8,478632;40,7144241;6,9048538;11,7363577;2005-06-01
"7";2005;7;8991,5761719;114,967659;29,8350315;8,4845428;40,7428093;6,9096684;11,7445402;2005-07-01
"8";2005;8;8983,2236328;114,8608627;29,8073177;8,4766617;40,7049675;6,9032502;11,7336292;2005-08-01
"9";2005;9;8955,5380859;114,5068741;29,7154522;8,4505367;40,5795212;6,8819737;11,6974659;2005-09-01
"10";2005;10;8846,3125;113,1102829;29,3530293;8,3474703;40,0845909;6,798038;11,5547981;2005-10-01
"11";2005;11;8946,9501953;114,3970642;29,6869564;8,4424343;40,5405998;6,8753743;11,6196003;2005-11-01
"12";2005;12;8986,3564453;114,9009171;29,817709;8,4796171;40,5943832;6,9056563;11,6081123;2005-12-01
"13";2006;1;9007,4746094;114,9584808;29,8792648;8,4794254;40,5630836;6,914362;11,5977411;2006-01-01
"14";2006;2;8997,4013672;114,8299255;29,84585;8,469943;40,5177155;6,9066281;11,5847702;2006-02-01
"15";2006;3;8987,1738281;114,6993866;29,8119221;8,4603148;40,4716606;6,8987775;11,5716019;2006-03-01
"16";2006;4;9267,9511719;114,9228516;29,8387871;8,4623423;40,5073051;6,9226193;11,5971785;2006-04-01
"17";2006;5;9520,7724609;115,5495224;30,113739;8,5181866;40,7282982;6,97855;11,6584654;2006-05-01
"18";2006;6;9521,4882812;115,4826508;30,1059647;8,5152855;40,7092705;6,9739776;11,6468439;2006-06-01
"19";2006;7;9524,6591797;115,4485245;30,1065502;8,5147963;40,7017174;6,9726105;11,6389561;2006-07-01
