"";"YEAR";"Ca_WET";"Mg_WET";"K_WET";"X.2";"X.3";"N_WET";"S_WET";"X.6";"X.7";"X.8";"Dry.Deposition.kg.ha.yr";"X.9";"X.10";"X.11";"X.12";"X.13";"X.14";"X.15";"X.16";"X.17";"Total.Deposition.kg.ha.yr";"X.18";"X.19";"X.20";"X.21";"X.22";"X.23";"X.24";"X.25";"X.26";"Throughfall.kg.ha.yr";"X.27";"X.28";"X.29";"X.30";"X.31";"X.32";"X.33";"X.34";"X.35";"Ca_THRU";"Mg_THRU";"K_THRU";"X.38";"X.39";"N_THRU";"S_THRU";"X.42";"X.43";"X.44";"Litterflow.flux.kg.ha.yr";"X.45";"X.46";"X.47";"X.48";"X.49";"X.50";"X.51";"X.52";"X.53";"Leaching.flux.kg.ha.yr";"X.54";"X.55";"X.56";"X.57";"X.58";"X.59";"X.60";"X.61";"X.62";"Ca_WTH";"Mg_WTH";"K_WTH";"X.65";"X.66";"X.67";"P_WTH"
"1";2005;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7197692;2,869415;6,5843854;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2439376;0,5972303;5,6831288;0;0;0;0;0;0;0;20,833683;5,9611816;6,4736166;3,5374973;3,1101663;9,5427809;11,8127518;19,5200577;34,5289688;0;8,2483768;7,5731421;4,1430602;0,0326623;0,2743039;0,3069749;4,9793301;24,8221207;41,4724083;2,16e-05;2,8875313;1,8064821;0,6227741;0,6288267;6,5718484;15,4159555;0,4583134
"2";2006;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7254913;2,8721623;6,610528;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2496599;0,5999776;5,7092714;0;0;0;0;0;0;0;16,4122314;5,3041081;6,5062137;3,5374973;3,0249305;9,3421793;11,4065075;19,5200577;34,5289688;0;5,7978635;5,3158603;3,3386993;0,014775;0,1936906;0,3439873;5,0064178;26,8146381;50,0457497;0,2484765;2,9430494;1,8310807;0,6220558;0,6379255;6,6115036;15,6275396;0,4635583
"3";2007;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7569456;2,8872638;6,7542319;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2811142;0,6150793;5,8529758;0;0;0;0;0;0;0;14,3227711;5,0705523;7,2044201;3,5374973;3,0544779;9,3993721;11,245141;19,5200577;34,5289688;0;6,0751834;5,8807306;3,3117192;0,0164892;0,2002597;0,5263211;4,9102783;26,4347115;57,8989944;0,9135654;3,0062451;1,8575621;0,6123016;0,6330451;6,5524292;15,7928267;0,4695323
"4";2008;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7959666;2,9059982;6,9325066;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,3201352;0,6338139;6,0312505;0;0;0;0;0;0;0;13,1538992;4,9797802;7,9051962;3,5374973;3,1202166;9,5382442;11,1767082;19,5200577;34,5289688;0;6,0125766;6,3412948;3,2305994;0,0158274;0,1944479;0,5812499;4,8562098;23,7482681;55,8155746;1,0945121;3,062331;1,8805647;0,6035112;0,6296377;6,5035119;15,9404039;0,4747996
"5";2009;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7785978;2,8976595;6,8531547;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,3027664;0,6254748;5,9518986;0;0;0;0;0;0;0;12,4180107;4,946764;8,5340748;3,5374973;3,1938648;9,6956615;11,1468372;19,5200577;34,5289688;0;5,3115425;6,0718427;2,9641953;0,0151575;0,1891953;0,5489717;4,8045812;21,6716652;49,9075813;1,0141071;3,104625;1,8976145;0,596493;0,6267861;6,4636188;16,0482845;0,478899
"6";2010;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7566261;2,8871105;6,7527723;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2807947;0,6149259;5,8515167;0;0;0;0;0;0;0;11,920125;4,939652;9,0779743;3,5374973;3,2647183;9,8475962;11,1349649;19,5200577;34,5289688;0;4,6639452;5,6478577;2,6912129;0,0145623;0,1845001;0,5262265;4,7550607;20,6000061;44,7364807;0,8851746;3,1408358;1,9121013;0,5903436;0,6243572;6,4289103;16,1397953;0,4824213
"7";2011;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7444329;2,8812566;6,6970658;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2686012;0,6090718;5,7958097;0;0;0;0;0;0;0;11,5712109;4,9453382;9,5421419;3,5374973;3,3305302;9,9887371;11,1324892;19,5200577;34,5289688;0;4,2079501;5,2940979;2,4660199;0,0140681;0,1805861;0,5065839;4,7127924;20,1977959;41,0056496;0,7347276;3,1695094;1,9234337;0,5851138;0,6220827;6,3984118;16,2092533;0,4853123
"8";2012;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,741034;2,8796246;6,6815391;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,265203;0,6074401;5,780282;0;0;0;0;0;0;0;11,3262596;4,95857;9,9398661;3,5374973;3,392005;10,1205921;11,1358109;19,5200577;34,5289688;0;3,899153;5,0063181;2,2812142;0,0136596;0,1771581;0,4896666;4,6664796;20,0714226;38,4963531;0,6671881;3,1959429;1,9338979;0,5804582;0,6203002;6,3723421;16,275013;0,4879043
"9";2013;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7489524;2,883426;6,717711;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2731208;0,6112415;5,8164558;0;0;0;0;0;0;0;11,1564827;4,9762897;10,2820215;3,5374973;3,4496624;10,2442074;11,1427908;19,5200577;34,5289688;0;3,7040987;4,7907653;2,1289575;0,0131735;0,1731737;0,474873;4,6134496;20,0403652;36,8846016;0,6335686;3,222501;1,9445219;0,5760158;0,6189391;6,3491516;16,3436718;0,4904229
"10";2014;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7497227;2,8837965;6,7212324;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2738916;0,6116115;5,8199759;0;0;0;0;0;0;0;11,0414162;4,9964156;10,577034;3,5374973;3,5028462;10,3584805;11,151967;19,5200577;34,5289688;0;3,5992243;4,6498623;2,0095239;0,012763;0,1695647;0,4660554;4,5781989;20,0421371;35,891777;0,6135218;3,2430792;1,9526385;0,5722268;0,6175324;6,3282018;16,3941174;0,4924269
