"";"Year";"Month";"RF";"PET";"AET";"TF";"In";"Date"
"1";2005;1;716,9099731;42,9171867;9,948205;570,1264038;146,7837067;2005-01-01
"2";2005;2;149,269989;86,6957855;67,8767929;113,2961121;35,9738846;2005-02-01
"3";2005;3;290,8799744;128,8323669;115,1626358;220,0765228;70,8034744;2005-03-01
"4";2005;4;125,8200073;135,7851257;130,3879395;92,5271606;33,2928391;2005-04-01
"5";2005;5;92,9199905;165,1142273;165,1142273;68,5585632;24,3614388;2005-05-01
"6";2005;6;60,829998;181,843811;139,8977509;43,1516838;17,6783199;2005-06-01
"7";2005;7;6,0599995;305,6837463;23,2355843;3,1176398;2,9423599;2005-07-01
"8";2005;8;0,75;299,5137329;0,00328;0,00328;0,74672;2005-08-01
"9";2005;9;44,6800003;224,6725616;21,6647339;31,9947605;12,6852388;2005-09-01
"10";2005;10;64,1800003;78,5938339;16,2404232;45,7642021;18,415802;2005-10-01
"11";2005;11;816,1300659;43,5444069;1,8987892;651,4866943;164,6432953;2005-11-01
"12";2005;12;447,4000244;28,0309277;11,7164936;354,766449;92,6335602;2005-12-01
"13";2006;1;716,9099731;34,6801872;2,6940777;570,1264038;146,7837067;2006-01-01
"14";2006;2;149,269989;84,7203979;70,6986771;113,2961121;35,9738846;2006-02-01
"15";2006;3;290,8799744;96,4574127;81,7076416;220,0765228;70,8034744;2006-03-01
"16";2006;4;125,8200073;141,7818298;133,7671814;92,5271606;33,2928391;2006-04-01
"17";2006;5;92,9199905;196,728775;196,4059448;68,5585632;24,3614388;2006-05-01
"18";2006;6;60,829998;210,1773376;105,2310104;43,1516838;17,6783199;2006-06-01
"19";2006;7;6,0599995;312,0007019;13,9947624;3,1176398;2,9423599;2006-07-01
"20";2006;8;0,75;262,5403442;0,00328;0,00328;0,74672;2006-08-01
"21";2006;9;44,6800003;230,6708527;20,3585339;31,9947605;12,6852388;2006-09-01
"22";2006;10;64,1800003;115,5353241;21,462595;45,7642021;18,415802;2006-10-01
"23";2006;11;816,1300659;40,7407494;2,3192923;651,4866943;164,6432953;2006-11-01
"24";2006;12;447,4000244;31,3168964;13,5986786;354,766449;92,6335602;2006-12-01
"25";2007;1;248,6900024;41,5167465;27,385601;193,0591431;55,6308403;2007-01-01
"26";2007;2;405,4099731;63,2692642;36,9087486;318,3879395;87,0220413;2007-02-01
"27";2007;3;162,0399933;105,946991;97,537056;118,430954;43,6090393;2007-03-01
"28";2007;4;172,2299957;125,1568298;111,3051682;128,9171295;43,3128777;2007-04-01
"29";2007;5;52,1100044;173,2871246;173,2871246;36,2374382;15,8725605;2007-05-01
"30";2007;6;43,0800018;195,1392212;128,8819733;26,3613605;16,7186413;2007-06-01
"31";2007;7;18;268,4740601;20,9578304;10,1762009;7,8238001;2007-07-01
"32";2007;8;19,9799995;238,4613953;12,3250399;12,9641991;7,0158005;2007-08-01
"33";2007;9;49,9399986;192,5104828;11,778595;34,48592;15,4540806;2007-09-01
"34";2007;10;180,730011;76,7324753;35,5524559;136,6431732;44,0868416;2007-10-01
"35";2007;11;240,3799896;51,5600891;25,4445305;186,7123566;53,6676407;2007-11-01
"36";2007;12;522,1500244;26,8034897;7,2358818;411,4546204;110,6953125;2007-12-01
"37";2008;1;459,0799866;35,4058342;14,4572897;361,534729;97,5452881;2008-01-01
"38";2008;2;200,6600037;65,2460327;53,4450073;153,5515289;47,1084442;2008-02-01
"39";2008;3;292,980011;91,7044296;65,3603516;224,3388824;68,6411285;2008-03-01
"40";2008;4;250,0699768;118,8888016;100,2906036;190,7385559;59,3314438;2008-04-01
"41";2008;5;36,3799934;170,4557648;170,45578;22,7271194;13,6528807;2008-05-01
"42";2008;6;97,8399887;200,0784302;191,375;73,2145233;24,6254787;2008-06-01
"43";2008;7;4,1599998;293,666748;16,1058483;1,3382399;2,8217599;2008-07-01
"44";2008;8;66,3100052;242,6546173;20,5280933;46,2840805;20,0259209;2008-08-01
"45";2008;9;7,6100001;217,8855286;29,5411148;3,78512;3,8248799;2008-09-01
"46";2008;10;145,8900146;97,4135818;46,4301224;110,6885223;35,2014771;2008-10-01
"47";2008;11;414,8600464;43,3066788;21,5912704;328,5625;86,2974777;2008-11-01
"48";2008;12;395,6699524;26,3342361;11,4150972;308,9104004;86,7595978;2008-12-01
"49";2009;1;328,9400024;39,9140434;30,0808105;259,6333313;69,3066864;2009-01-01
"50";2009;2;184,1799927;64,1268692;47,5684052;138,5554047;45,6246033;2009-02-01
"51";2009;3;313,3800354;86,4100418;52,5921326;241,096405;72,2835999;2009-03-01
"52";2009;4;161,4899902;136,1332397;127,5910721;120,3235168;41,1664848;2009-04-01
"53";2009;5;175,7200012;182,5566254;169,0798798;133,6911469;42,0288429;2009-05-01
"54";2009;6;36,579998;186,4359894;179,3132935;21,4774399;15,1025591;2009-06-01
"55";2009;7;16,0400009;293,4370422;15,9837542;11,0306396;5,0093603;2009-07-01
"56";2009;8;13,5900002;233,4970245;5,881074;6,90768;6,6823201;2009-08-01
"57";2009;9;45,5499954;199,9449615;24,9720745;29,9414825;15,6085205;2009-09-01
"58";2009;10;207,4100189;84,2223587;12,3381462;155,4998627;51,9101219;2009-10-01
"59";2009;11;308,0600281;52,8102379;19,5269146;237,9623413;70,0976334;2009-11-01
"60";2009;12;305,8699951;32,0146141;19,4693737;240,0090942;65,8609238;2009-12-01
"61";2010;1;321,6400146;44,9624176;20,2730465;246,6789246;74,9610443;2010-01-01
"62";2010;2;229,7000122;73,3424454;49,0924568;175,8243866;53,8755951;2010-02-01
"63";2010;3;348,0900269;101,6813736;80,6597748;270,3588867;77,7310867;2010-03-01
"64";2010;4;308,6600037;122,9263763;89,7714844;236,1993561;72,4606323;2010-04-01
"65";2010;5;159,8000031;145,9235382;133,0081177;116,9664459;42,8335648;2010-05-01
"66";2010;6;156,4199982;166,6217499;154,8027191;117,2534485;39,1665649;2010-06-01
"67";2010;7;6,9099998;279,4614563;172,2331085;3,8310399;3,0789599;2010-07-01
"68";2010;8;27,7799988;241,2543793;2,3374977;20,9444389;6,8355603;2010-08-01
"69";2010;9;85,2600098;153,0639343;40,098999;60,4012032;24,8588028;2010-09-01
"70";2010;10;249,8799896;92,220665;29,7987709;194,5728912;55,3071175;2010-10-01
"71";2010;11;349,2399902;36,9609604;11,0833035;268,6369019;80,6030731;2010-11-01
"72";2010;12;519,289978;29,2492485;8,9557152;407,6187134;111,6712799;2010-12-01
"73";2011;1;311,2700195;34,7574425;20,8541317;242,5937347;68,6762848;2011-01-01
"74";2011;2;270,3999634;61,4119606;40,8905258;208,8818665;61,5181198;2011-02-01
"75";2011;3;494,6999207;78,5537796;36,5184555;387,3023987;107,3976135;2011-03-01
"76";2011;4;321,5400085;102,4084702;59,2470131;247,6727905;73,8671951;2011-04-01
"77";2011;5;104,4899979;136,2340698;136,2340851;70,9693604;33,5206375;2011-05-01
"78";2011;6;53,5400009;168,4182892;167,5496826;34,5728416;18,9671593;2011-06-01
"79";2011;7;29,5899963;231,1484833;99,1950989;18,5664387;11,0235596;2011-07-01
"80";2011;8;0,6;246,1356659;4,3537774;0;0,6;2011-08-01
"81";2011;9;36,25;225,3894196;9,3189163;24,5196419;11,73036;2011-09-01
"82";2011;10;181,2899933;73,3836746;35,3513756;137,5779419;43,7120438;2011-10-01
"83";2011;11;337,47995;38,917923;10,5472116;261,3995972;76,0804062;2011-11-01
"84";2011;12;302,1400146;23,352499;17,5672741;240,6486816;61,4913216;2011-12-01
"85";2012;1;480,3499756;35,7965927;20,4825363;380,2701111;100,0799255;2012-01-01
"86";2012;2;207,5800018;64,5517807;43,0422478;157,9287109;49,6512756;2012-02-01
"87";2012;3;550,3200073;78,4641953;42,3012314;435,1083679;115,2116013;2012-03-01
"88";2012;4;260,9500122;124,4847565;108,8599701;200,496582;60,4534492;2012-04-01
"89";2012;5;142,2200012;173,9636536;166,1204224;108,4302368;33,7897606;2012-05-01
"90";2012;6;112,6700058;169,0323334;167,7657928;80,6191254;32,0508804;2012-06-01
"91";2012;7;19,7400017;230,8900452;93,6364365;11,4308004;8,3092003;2012-07-01
"92";2012;8;2,6500001;261,2528992;4,2602582;1,5612801;1,08872;2012-08-01
"93";2012;9;1,91;225,1700287;0,3640801;0,3640801;1,54592;2012-09-01
"94";2012;10;385,789978;110,149292;10,3899355;305,9403687;79,8496399;2012-10-01
"95";2012;11;462,5499878;35,1160202;15,392251;365,0016174;97,5483322;2012-11-01
"96";2012;12;592,7900391;21,0867424;2,9642873;468,5988159;124,1911621;2012-12-01
"97";2013;1;202;26,709671;16,9548435;157,0759277;44,9240723;2013-01-01
"98";2013;2;138,239975;57,2430496;42,4484177;102,408165;35,8318405;2013-02-01
"99";2013;3;168,8899841;94,5468826;79,9061356;127,475563;41,4144402;2013-03-01
"100";2013;4;187,7299957;141,5600891;132,9899139;143,8968811;43,8331261;2013-04-01
"101";2013;5;183,0299988;172,0948639;156,8715363;139,6853638;43,3446388;2013-05-01
"102";2013;6;70,2900009;206,7662659;191,2608337;49,5837593;20,7062397;2013-06-01
"103";2013;7;0;321,2368164;52,5820808;0;0;2013-07-01
"104";2013;8;30,2399998;222,480011;6,2021279;18,3745613;11,8654404;2013-08-01
"105";2013;9;223,7799988;160,4632111;33,9198303;173,8908234;49,8891602;2013-09-01
"106";2013;10;127,1100006;104,2620697;84,8676682;97,6291962;29,4808006;2013-10-01
"107";2013;11;196,6999817;43,5021782;29,2500763;150,9652863;45,7347221;2013-11-01
"108";2013;12;145,0099945;21,6737976;15,8121624;111,0066833;34,003315;2013-12-01
"109";2014;1;219,4500122;36,9777603;27,5295677;173,2200775;46,2299194;2014-01-01
"110";2014;2;443,4499512;53,1807137;26,6100445;348,6525269;94,7974854;2014-02-01
"111";2014;3;469,5500183;95,8042984;62,5845032;371,1385498;98,411438;2014-03-01
"112";2014;4;190,3900146;134,9502716;121,3202896;145,3482819;45,0417252;2014-04-01
"113";2014;5;177,8999939;188,848526;175,9726105;135,4787445;42,4212418;2014-05-01
"114";2014;6;73,5200043;195,4974365;193,7108459;53,7756004;19,7443981;2014-06-01
"115";2014;7;25,2200012;291,321167;66,6410141;17,9514408;7,2685604;2014-07-01
"116";2014;8;2,8600001;272,2932434;6,5422277;0,33456;2,52544;2014-08-01
"117";2014;9;58,4099998;224,4839935;13,9227648;43,6141586;14,7958422;2014-09-01
"118";2014;10;319,5600281;105,5232544;24,1508217;249,7523193;69,8076706;2014-10-01
"119";2014;11;383,6899719;45,727314;25,3911743;301,0859375;82,6040344;2014-11-01
"120";2014;12;536,6099854;29,1708374;12,096879;423,9022522;112,7077179;2014-12-01
"121";2015;1;152,5500031;39,4774055;32,8920097;116,0070343;36,5429611;2015-01-01
"122";2015;2;302,2200012;80,9937744;65,0279617;239,8024445;62,4175682;2015-02-01
