"";"C_CL";"N_CL";"Ca_CL";"Mg_CL";"K_CL";"S_CL";"P_CL";"C_F";"N_F";"Ca_F";"Mg_F";"K_F";"S_F";"P_F";"C_H";"N_H";"Ca_H";"Mg_H";"K_H";"S_H";"P_H";"YEAR";"Month";"C";"N";"Ca";"Mg";"K";"S";"P";"Date"
"2";3292,6960449;98,0341492;44,4553947;12,2023335;10,1301966;0,8992063;6,8090134;11,671874;0;0;0;0;0;0;3707,7304688;110,6809311;50,1819878;13,7730169;11,2995548;0,9898508;7,6837392;2005;1;7012,0986328;208,7150879;94,6373901;25,9753494;21,4297523;1,8890569;14,4927511;2005-01-01
"3";3294,782959;97,7901306;44,3535271;12,1756153;10,2500114;0,9237179;6,7959294;23,8732605;0;0;0;0;0;0;3701,9145508;110,5065842;50,1029396;13,7513237;11,2817545;0,9882915;7,6716356;2005;2;7020,5708008;208,2967072;94,4564743;25,9269409;21,5317688;1,9120094;14,4675655;2005-02-01
"4";3292,5302734;97,4146652;44,192112;12,1325636;10,3573046;0,9472189;6,7737441;39,3669395;0;0;0;0;0;0;3694,5471191;110,2851334;50,0025444;13,7237663;11,2591457;0,986311;7,6562614;2005;3;7026,4443359;207,6998138;94,1946564;25,856329;21,6164494;1,93353;14,430006;2005-03-01
"5";3283,2722168;96,9382935;43,9818459;12,0756655;10,4031658;0,9603876;6,7431908;55,1296501;0;0;0;0;0;0;3687,048584;110,0590897;49,9000587;13,6956367;11,2360697;0,9842896;7,6405697;2005;4;7025,4511719;206,9973907;93,8819122;25,7713051;21,6392384;1,9446771;14,3837605;2005-04-01
"6";3279,9899902;96,4474411;43,770546;12,0192623;10,5386772;0,9902344;6,7140608;75,2883682;0;0;0;0;0;0;3677,4887695;109,7698975;49,76894;13,6596498;11,2065458;0,9817032;7,6204929;2005;5;7032,7680664;206,2173309;93,5394821;25,6789131;21,745224;1,9719378;14,3345537;2005-05-01
"7";3277,5737305;96,0063782;43,5811195;11,9687691;10,6679678;1,0184418;6,6880865;93,8056641;0;0;0;0;0;0;3668,720459;109,5037613;49,6482697;13,6265316;11,1793747;0,979323;7,6020169;2005;6;7040,1005859;205,5101318;93,229393;25,5953007;21,8473454;1,9977647;14,290103;2005-06-01
"8";3292,5270996;96,1682739;43,6626625;11,9923019;10,8189058;1,0446806;6,7029066;95,7046356;0;0;0;0;0;0;3667,8217773;109,4764481;49,635891;13,6231327;11,1765871;0,9790787;7,600121;2005;7;7056,0532227;205,6447296;93,2985535;25,6154366;21,9954948;2,0237591;14,3030281;2005-07-01
"9";3318,1381836;96,5168457;43,8326035;12,0406303;11,0510206;1,0840461;6,7323427;95,7067261;0;0;0;0;0;0;3667,8208008;109,4764099;49,6358757;13,6231298;11,1765842;0,9790785;7,6001186;2005;8;7081,6660156;205,9932709;93,4684753;25,6637592;22,2276039;2,0631247;14,3324614;2005-08-01
"10";3348,2939453;96,5930328;43,8907127;12,0599213;11,4481335;1,1565371;6,7480063;111,2743759;0;0;0;0;0;0;3660,6181641;109,2571182;49,5364418;13,5958395;11,1541948;0,9771172;7,5848947;2005;9;7120,1870117;205,8501587;93,4271622;25,6557617;22,6023273;2,1336544;14,3329;2005-09-01
"11";3480,7770996;98,0456009;44,6208954;12,2704697;12,7786798;1,3875849;6,8803492;128,3392487;0;0;0;0;0;0;3653,050293;109,0259628;49,4316406;13,5670757;11,1305971;0,9750499;7,5688472;2005;10;7262,1669922;207,0715637;94,0525284;25,8375435;23,909277;2,3626349;14,4491959;2005-10-01
