"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min";"V26"
"1";"        2005";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;1,29511;1,0873497;0,6451498;0,2232933;6,0580578;9,8977852;0,3312921;NA;2005;31,9621258;20,6149712;4,751339;22,9641514;6,0985904;4,7420201;22,6503716;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;6,2201753;19,4234619;3,6963489;5,3723302;2,3374102;1,4475154;-428,1181335;-0,007294;-0,0044234;-0,0071157;-51,8818321;-29,3971558;NA
"2";"        2006";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;1,2864149;1,072623;0,6311782;0,2164315;5,928205;9,7056265;0,3458035;NA;2006;37,6238022;23,1760406;5,0641294;24,2490902;6,4752021;5,1087036;22,6503716;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;6,2890611;15,4422855;3,1950028;6,264483;1,9987808;1,5715065;29,6917343;-0,014317;-0,0086824;-0,013967;5,7125382;3,7951555;NA
"3";"        2007";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7780786;0;0;0;0;0;0;1,2646009;1,0432185;0,6059893;0,2073721;5,7231712;9,3888035;0,3576289;NA;2007;37,5369263;23,0256424;5,0696926;24,3757858;6,5739837;5,0947318;22,6503716;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;6,5397749;13,5753956;3,0331936;7,2528496;1,8801552;1,7293946;28,1700058;-0,016508;-0,0100111;-0,0161044;5,7618942;3,6539271;NA
"4";"        2008";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9280849;0;0;0;0;0;0;1,2508442;1,0235163;0,5892704;0,2015998;5,5905809;9,1823063;0,3651953;NA;2008;37,5674019;22,7861519;5,0837865;24,5507927;6,7184362;5,0893888;22,514328;8,5099993;2,7432952;11,0944881;1,6400273;3,4504182;6,7985244;12,5349693;2,9838276;8,1210814;1,8364114;1,8730541;27,5035172;-0,0173149;-0,0105005;-0,0168916;5,7952094;3,5986066;NA
"5";"        2009";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,8723845;0;0;0;0;0;0;1,2416699;1,0098819;0,5777954;0,1977668;5,5010591;9,0421209;0,3701822;NA;2009;37,4526367;22,4769802;5,059999;24,4393959;6,7850041;5,0689516;22,4332447;8,5099993;2,7432952;11,0944881;1,6400273;3,4504182;7,0148277;11,8601704;2,970504;8,8296041;1,8182859;1,9918537;27,0878201;-0,0176893;-0,0107275;-0,0172569;5,7879586;3,5543811;NA
"6";"        2010";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,815784;0;0;0;0;0;0;1,2349318;0,9996499;0,5692161;0,1949185;5,4343872;8,9375391;0,3739428;NA;2010;37,2935867;22,0970078;5,0257583;24,2823524;6,8319826;5,0381665;22,394928;8,5100002;2,743295;11,0944881;1,640027;3,4504182;7,1857748;11,3759527;2,9677975;9,391324;1,809037;2,0866194;26,7270241;-0,0179116;-0,0108623;-0,0174737;5,7772269;3,509136;NA
"7";"        2011";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7855396;0;0;0;0;0;0;1,2298642;0,9919156;0,5627297;0,1927179;5,3836532;8,858058;0,3769294;NA;2011;37,084446;21,8057384;4,9881439;24,1275482;6,7417459;5,0073829;22,388731;8,5100031;2,7432954;11,0944901;1,6400275;3,4504194;7,3188233;11,0083504;2,9674597;9,8311281;1,8029563;2,1610835;26,3751774;-0,0180664;-0,0109562;-0,0176248;5,6913905;3,4682846;NA
"8";"        2012";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7978973;0;0;0;0;0;0;1,2256755;0,9855959;0,5574192;0,1908526;5,3415766;8,7923203;0,3795164;NA;2012;36,860714;21,3142166;4,954927;23,9964771;6,6444035;4,9678912;22,4058838;8,5099993;2,7432938;11,0944843;1,6400267;3,4504178;7,4226875;10,7208872;2,9669874;10,1734266;1,7980874;2,2192001;26,0339508;-0,0181828;-0,0110268;-0,0177383;5,595376;3,4212856;NA
"9";"        2013";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,8301401;0;0;0;0;0;0;1,222173;0,9804539;0,5530752;0,1892221;5,3062844;8,7374964;0,3818451;NA;2013;36,7413445;21,1206741;4,9408278;23,9620514;6,7004957;4,949698;22,4391727;8,5099993;2,7432952;11,0944881;1,640027;3,450418;7,5047622;10,4923258;2,9657574;10,438942;1,7937468;2,2644062;25,7754765;-0,0182731;-0,0110816;-0,0178264;5,5894551;3,3973219;NA
"10";"        2014";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,8825517;0;0;0;0;0;0;1,2194529;0,9762212;0,5494897;0,1878363;5,2768826;8,6919413;0,3840224;NA;2014;36,6146507;20,9315414;4,9288473;23,9477959;6,8000474;4,9315033;22,4619541;8,5099993;2,7432945;11,0944881;1,6400267;3,4504182;7,5704212;10,3085556;2,9637358;10,6443892;1,789692;2,2994976;25,5616837;-0,0183442;-0,0111247;-0,0178958;5,606452;3,374305;NA
"11";"        2015";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9145026;0;0;0;0;0;0;1,2171229;0,97292;0,5466667;0,1866579;5,2529392;8,6551361;0,3858184;NA;2015;36,5678062;20,7850037;4,9240732;23,9591331;6,5499153;4,921154;22,4315777;8,5100012;2,7432952;11,0944881;1,6400267;3,4504189;7,6213531;10,1594095;2,9610484;10,8029919;1,7858269;2,3266923;25,4174194;-0,0184008;-0,011159;-0,017951;5,4040747;3,360297;NA
"12";"        2016";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9499416;0;0;0;0;0;0;1,2151501;0,9700832;0,5442268;0,1856049;5,2319751;8,6230278;0,3875009;NA;2016;36,3684387;19,8962574;4,9022903;23,8884277;6,3047466;4,8962336;22,4112911;8,5100021;2,7432952;11,0944881;1,640027;3,4504189;7,6589556;10,03724;2,9578443;10,9250965;1,7821107;2,3477354;25,2183208;-0,0184461;-0,0111865;-0,0179952;5,2115593;3,3325675;NA
"13";"        2017";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9958873;0;0;0;0;0;0;1,2129993;0,967246;0,5417706;0,1844875;5,2102861;8,5899916;0,3892178;NA;2017;36,3274345;19,3524094;4,9034419;23,9225311;6,2110925;4,891489;22,3982105;8,5100012;2,7432945;11,0944881;1,6400274;3,4504192;7,686614;9,9361811;2,9542544;11,0188074;1,7785224;2,3639843;25,0907516;-0,0184828;-0,0112087;-0,018031;5,098031;3,3253255;NA
"14";"        2018";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,046186;0;0;0;0;0;0;1,2111765;0,9650043;0,5398191;0,1835529;5,1926227;8,5632076;0,3906119;NA;2018;35,9592323;18,9677677;4,8550386;23,7473831;6,0707941;4,8394094;22,3901367;8,5100012;2,7432942;11,0944881;1,6400273;3,4504189;7,7069111;9,8516922;2,9503884;11,0904255;1,7750484;2,3765051;24,8088341;-0,0185108;-0,0112257;-0,0180583;4,9654889;3,271775;NA
"15";"        2019";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,0927544;0;0;0;0;0;0;1,2094511;0,9627929;0,5379035;0,1826833;5,1756177;8,5373373;0,3919201;NA;2019;35,6090546;18,5868092;4,7544527;23,5706997;5,9241152;4,791811;22,3848267;8,5099983;2,7432942;11,0944843;1,6400269;3,450418;7,7217708;9,7802486;2,9463334;11,1448708;1,77168;2,3861237;24,4607296;-0,018492;-0,0112143;-0,01804;4,8428359;3,2229297;NA
"16";"        2020";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,1412535;0;0;0;0;0;0;1,2078608;0,9605959;0,5360042;0,1818604;5,1591449;8,5121565;0,3932046;NA;2020;35,6393051;18,5710297;4,6979008;23,6490269;5,9222636;4,7982745;22,3805256;8,5100012;2,7432952;11,0944881;1,6400274;3,4504192;7,7325559;9,7191029;2,9421558;11,1859703;1,7684097;2,3934836;24,3318253;-0,018429;-0,0111761;-0,0179785;4,7784538;3,2280505;NA
"17";"        2021";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,1794739;0;0;0;0;0;0;1,2063944;0,9583951;0,5341176;0,1810964;5,1432433;8,4876881;0,3944355;NA;2021;35,4940872;18,4958191;4,6902323;23,4613094;5,9499869;4,7781005;22,376833;8,510004;2,7432959;11,0944901;1,6400276;3,4504209;7,7402534;9,6661062;2,9379072;11,2167091;1,7652313;2,3990898;24,2077312;-0,0183511;-0,0111289;-0,0179025;4,7424502;3,2070708;NA
"18";"        2022";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,2236867;0;0;0;0;0;0;1,2053699;0,9568912;0,532812;0,1805403;5,1319752;8,4704685;0,3953608;NA;2022;35,3143082;18,3164597;4,6734228;23,0646362;5,9168158;4,7551599;22,3737583;8,5099993;2,7432938;11,0944805;1,6400267;3,4504192;7,7455945;9,6195936;2,9336286;11,2394047;1,7621402;2,4033308;24,0384865;-0,0182524;-0,011069;-0,0178062;4,6973557;3,1837258;NA
